Trial,Participant,Run,Trial_Type,Value1,Value2,Side_First_Cue,Chose_to_reveal,Choice,NumMoves,Left,Rank1,Rank2,Correct,Value3,Value4,Rank3,Rank4,Values
105,18,3,Option,30,0.5,2,[],2,0,0,2,3,1,,,,,"[0.3, 0.5, 10.0, 30.0]"
106,18,3,Option,0.3,90,1,[ 2.],2,1,0,2,5,1,0.9,,2,,"[0.3, 0.9, 90.0, 90.0]"
107,18,3,Attribute,50,10,2,[],2,0,0,3,1,1,,,,,"[0.1, 0.7, 10.0, 50.0]"
108,18,3,Option,0.9,70,1,[ 2.],1,1,1,5,4,1,10,,-2,,"[70.0, 10.0, 0.9, 0.1]"
109,18,3,Attribute,30,70,2,[],1,0,1,2,4,1,,,,,"[70.0, 30.0, 0.3, 0.1]"
110,18,3,Option,0.5,70,2,[],2,0,0,3,4,0,,,,,"[50.0, 70.0, 0.9, 0.5]"
111,18,3,Attribute,70,70,2,[ 3.],2,1,0,4,4,1,0.1,,-2,,"[70.0, 70.0, 0.1, 0.7]"
112,18,3,Attribute,0.3,0.7,1,[],2,0,0,2,4,0,,,,,"[90.0, 30.0, 0.3, 0.7]"
113,18,3,Option,70,0.9,1,[],1,0,1,4,5,0,,,,,"[0.9, 0.9, 70.0, 90.0]"
114,18,3,Attribute,0.5,0.5,2,[ 4.],1,1,1,3,3,0,30,,-1,,"[0.5, 0.5, 10.0, 30.0]"
115,18,3,Attribute,50,30,1,[],1,0,1,3,2,1,,,,,"[0.3, 0.1, 50.0, 30.0]"
116,18,3,Attribute,0.9,0.7,2,[],2,0,0,5,4,1,,,,,"[0.7, 0.9, 50.0, 90.0]"
117,18,3,Attribute,0.3,0.5,2,[],1,0,1,2,3,0,,,,,"[10.0, 50.0, 0.5, 0.3]"
118,18,3,Attribute,70,30,1,[],1,0,1,4,2,1,,,,,"[70.0, 30.0, 0.9, 0.3]"
119,18,3,Option,0.1,30,2,[],1,0,1,1,2,1,,,,,"[50.0, 30.0, 0.3, 0.1]"
120,18,3,Option,0.1,50,1,[],2,0,0,1,3,1,,,,,"[50.0, 90.0, 0.1, 0.1]"
121,18,4,Attribute,10,70,2,[],1,0,1,1,4,1,,,,,"[70.0, 10.0, 0.9, 0.9]"
122,18,4,Option,0.1,50,1,[],2,0,0,1,3,1,,,,,"[0.1, 0.9, 50.0, 50.0]"
123,18,4,Attribute,90,90,1,[ 4.],2,1,0,5,5,1,0.9,,2,,"[90.0, 90.0, 0.5, 0.9]"
124,18,4,Attribute,0.7,0.3,2,[],2,0,0,4,2,1,,,,,"[0.3, 0.7, 10.0, 50.0]"
125,18,4,Option,0.1,70,2,[ 1.],1,1,1,1,4,1,0.7,,1,,"[0.7, 0.1, 50.0, 70.0]"
126,18,4,Option,0.3,50,1,[ 4.],2,1,0,2,3,0,0.5,,0,,"[50.0, 10.0, 0.3, 0.5]"
127,18,4,Option,30,0.5,1,[],1,0,1,2,3,0,,,,,"[30.0, 50.0, 0.5, 0.5]"
128,18,4,Option,90,0.3,1,[],1,0,1,5,2,1,,,,,"[0.3, 0.5, 90.0, 10.0]"
129,18,4,Option,0.3,10,2,[],1,0,1,2,1,1,,,,,"[90.0, 10.0, 0.9, 0.3]"
130,18,4,Option,10,0.9,1,[],1,0,1,1,5,0,,,,,"[0.9, 0.9, 10.0, 90.0]"
131,18,4,Attribute,50,50,1,[ 4.],2,1,0,3,3,0,0.5,,0,,"[50.0, 50.0, 0.7, 0.5]"
132,18,4,Attribute,50,50,2,[ 4.],1,1,1,3,3,0,0.5,,0,,"[50.0, 50.0, 0.1, 0.5]"
133,18,4,Option,70,0.1,2,[ 3.],1,1,1,4,1,1,0.7,,1,,"[70.0, 70.0, 0.7, 0.1]"
134,18,4,Attribute,0.9,0.9,2,[ 1.],1,1,1,5,5,1,30,,-1,,"[30.0, 10.0, 0.9, 0.9]"
135,18,4,Attribute,0.3,0.9,2,[],1,0,1,2,5,1,,,,,"[0.9, 0.3, 70.0, 90.0]"
136,18,4,Attribute,30,30,2,[ 2.],2,1,0,2,2,1,0.7,,1,,"[0.3, 0.7, 30.0, 30.0]"
137,18,4,Option,50,0.9,1,[],1,0,1,3,5,1,,,,,"[0.9, 0.1, 50.0, 50.0]"
138,18,4,Option,70,0.7,1,[],1,0,1,4,4,1,,,,,"[70.0, 50.0, 0.7, 0.9]"
139,18,4,Option,10,0.7,2,[],2,0,0,1,4,0,,,,,"[0.9, 0.7, 70.0, 10.0]"
140,18,4,Attribute,0.9,0.1,1,[],1,0,1,5,1,1,,,,,"[70.0, 10.0, 0.9, 0.1]"
141,18,4,Option,0.7,70,1,[],1,0,1,4,4,1,,,,,"[70.0, 50.0, 0.7, 0.5]"
142,18,4,Attribute,0.3,0.7,1,[],2,0,0,2,4,1,,,,,"[0.3, 0.7, 90.0, 90.0]"
143,18,4,Option,0.9,10,2,[ 3.],2,1,0,5,1,0,30,,-1,,"[0.5, 0.9, 30.0, 10.0]"
144,18,4,Attribute,0.1,0.3,1,[],2,0,0,1,2,1,,,,,"[90.0, 90.0, 0.1, 0.3]"
145,18,4,Attribute,70,10,1,[],1,0,1,4,1,1,,,,,"[0.9, 0.7, 70.0, 10.0]"
146,18,4,Option,90,0.1,2,[ 1.],1,1,1,5,1,1,0.9,,2,,"[0.9, 0.1, 30.0, 90.0]"
147,18,4,Attribute,30,90,1,[ 2.],2,1,0,2,5,1,0.3,,-1,,"[0.1, 0.3, 30.0, 90.0]"
148,18,4,Attribute,0.5,0.5,1,[ 1.],1,1,1,3,3,1,90,,2,,"[90.0, 70.0, 0.5, 0.5]"
149,18,4,Option,50,0.3,2,[],1,0,1,3,2,1,,,,,"[0.5, 0.3, 30.0, 50.0]"
150,18,4,Attribute,0.1,0.1,2,[ 2.],2,1,0,1,1,1,90,,2,,"[10.0, 90.0, 0.1, 0.1]"
151,18,4,Option,0.5,90,2,[],2,0,0,3,5,1,,,,,"[0.9, 0.5, 10.0, 90.0]"
152,18,4,Attribute,70,30,2,[ 1.],2,1,0,4,2,1,0.3,,-1,,"[0.3, 0.5, 30.0, 70.0]"
153,18,4,Attribute,0.7,0.7,1,[ 4.],2,1,0,4,4,0,30,,-1,,"[0.7, 0.7, 70.0, 30.0]"
154,18,4,Option,30,0.5,2,[],2,0,0,2,3,1,,,,,"[50.0, 30.0, 0.3, 0.5]"
155,18,4,Option,0.7,30,2,[],2,0,0,4,2,1,,,,,"[70.0, 30.0, 0.1, 0.7]"
156,18,4,Attribute,90,70,2,[],2,0,0,5,4,0,,,,,"[70.0, 90.0, 0.9, 0.1]"
157,18,4,Option,0.9,90,1,[],1,0,1,5,5,1,,,,,"[0.9, 0.3, 90.0, 70.0]"
158,18,4,Attribute,10,10,1,[],1,0,1,1,1,0,,,,,"[10.0, 10.0, 0.3, 0.9]"
159,18,4,Attribute,0.5,0.5,2,[ 2.],2,1,0,3,3,1,70,,1,,"[30.0, 70.0, 0.5, 0.5]"
160,18,4,Option,0.5,30,1,[],1,0,1,3,2,1,,,,,"[0.5, 0.1, 30.0, 90.0]"
161,18,5,Option,0.1,30,1,[],2,0,0,1,2,1,,,,,"[30.0, 70.0, 0.1, 0.3]"
162,18,5,Option,70,0.5,1,[],1,0,1,4,3,0,,,,,"[0.5, 0.9, 70.0, 90.0]"
163,18,5,Option,30,0.7,2,[],2,0,0,2,4,1,,,,,"[0.5, 0.7, 30.0, 30.0]"
164,18,5,Option,0.7,30,2,[ 3.],2,1,0,4,2,1,30,,-1,,"[0.1, 0.7, 30.0, 30.0]"
165,18,5,Attribute,0.1,0.3,2,[],1,0,1,1,2,1,,,,,"[0.3, 0.1, 90.0, 10.0]"
166,18,5,Option,90,0.9,2,[],2,0,0,5,5,1,,,,,"[30.0, 90.0, 0.5, 0.9]"
167,18,5,Option,0.5,90,2,[ 3.],2,1,0,3,5,1,0.3,,-1,,"[30.0, 90.0, 0.3, 0.5]"
168,18,5,Option,0.1,10,2,[],1,0,1,1,1,1,,,,,"[10.0, 10.0, 0.5, 0.1]"
169,18,5,Attribute,70,10,1,[ 4.],1,1,1,4,1,1,0.7,,1,,"[70.0, 10.0, 0.1, 0.7]"
170,18,5,Option,0.7,70,1,[],1,0,1,4,4,1,,,,,"[0.7, 0.3, 70.0, 70.0]"
171,18,5,Option,50,0.3,1,[ 4.],2,1,0,3,2,1,0.9,,2,,"[50.0, 70.0, 0.3, 0.9]"
172,18,5,Attribute,10,70,1,[],2,0,0,1,4,1,,,,,"[0.5, 0.1, 10.0, 70.0]"
173,18,5,Option,10,0.7,2,[],1,0,1,1,4,1,,,,,"[30.0, 10.0, 0.7, 0.7]"
174,18,5,Attribute,90,50,1,[ 1.],1,1,1,5,3,1,0.5,,0,,"[0.5, 0.1, 90.0, 50.0]"
175,18,5,Attribute,10,30,2,[],1,0,1,1,2,1,,,,,"[0.9, 0.3, 30.0, 10.0]"
176,18,5,Option,50,0.9,2,[],2,0,0,3,5,0,,,,,"[70.0, 50.0, 0.9, 0.9]"
177,18,5,Option,0.5,50,1,[],1,0,1,3,3,0,,,,,"[50.0, 90.0, 0.5, 0.5]"
178,18,5,Option,0.9,10,2,[ 1.],1,1,1,5,1,1,90,,2,,"[90.0, 10.0, 0.7, 0.9]"
179,18,5,Attribute,30,90,2,[ 4.],2,1,0,2,5,0,0.9,,2,,"[90.0, 30.0, 0.9, 0.9]"
180,18,5,Attribute,50,30,1,[],1,0,1,3,2,0,,,,,"[0.1, 0.9, 50.0, 30.0]"
181,18,5,Option,10,0.3,1,[],2,0,0,1,2,1,,,,,"[10.0, 10.0, 0.3, 0.5]"
182,18,5,Attribute,0.3,0.7,2,[],1,0,1,2,4,1,,,,,"[90.0, 10.0, 0.7, 0.3]"
183,18,5,Attribute,50,90,2,[],1,0,1,3,5,1,,,,,"[0.1, 0.1, 90.0, 50.0]"
184,18,5,Attribute,90,10,2,[],2,0,0,5,1,1,,,,,"[0.9, 0.7, 10.0, 90.0]"
185,18,5,Option,0.9,50,1,[],1,0,1,5,3,0,,,,,"[50.0, 70.0, 0.9, 0.9]"
186,18,5,Attribute,0.9,0.9,2,[ 4.],2,1,0,5,5,1,50,,0,,"[0.9, 0.9, 10.0, 50.0]"
187,18,5,Option,70,0.1,2,[],1,0,1,4,1,1,,,,,"[0.9, 0.1, 50.0, 70.0]"
188,18,5,Attribute,0.7,0.1,2,[],2,0,0,4,1,1,,,,,"[70.0, 90.0, 0.1, 0.7]"
189,18,5,Attribute,30,70,1,[],2,0,0,2,4,1,,,,,"[30.0, 70.0, 0.7, 0.5]"
190,18,5,Option,90,0.5,1,[],1,0,1,5,3,0,,,,,"[90.0, 70.0, 0.5, 0.9]"
191,18,5,Attribute,70,50,2,[],2,0,0,4,3,1,,,,,"[50.0, 70.0, 0.5, 0.9]"
192,18,5,Option,0.3,90,2,[ 1.],1,1,1,2,5,1,0.5,,0,,"[0.5, 0.3, 70.0, 90.0]"
193,18,5,Attribute,0.7,0.7,1,[ 2.],1,1,1,4,4,1,10,,-2,,"[90.0, 10.0, 0.7, 0.7]"
194,18,5,Attribute,0.5,0.3,1,[],1,0,1,3,2,0,,,,,"[0.5, 0.3, 10.0, 30.0]"
195,18,5,Attribute,0.9,0.9,1,[ 3.],2,1,0,5,5,1,30,,-1,,"[0.9, 0.9, 30.0, 90.0]"
196,18,5,Attribute,0.3,0.5,1,[],2,0,0,2,3,1,,,,,"[50.0, 30.0, 0.3, 0.5]"
197,18,5,Attribute,0.5,0.1,2,[],2,0,0,3,1,0,,,,,"[0.1, 0.5, 70.0, 10.0]"
198,18,5,Option,30,0.1,1,[],2,0,0,2,1,1,,,,,"[0.1, 0.7, 30.0, 30.0]"
199,18,5,Option,0.3,70,1,[ 2.],2,1,0,2,4,0,0.5,,0,,"[0.3, 0.5, 70.0, 10.0]"
200,18,5,Attribute,0.1,0.5,1,[],2,0,0,1,3,1,,,,,"[0.1, 0.5, 10.0, 30.0]"
1,19,1,Attribute,0.9,0.1,1,[ 3.  4.],2,2,0,5,1,0,10,70,-2,1,"[0.9, 0.1, 10.0, 70.0]"
2,19,1,Attribute,50,90,1,[ 2.  1.],2,2,0,3,5,0,0.1,0.3,-2,-1,"[0.3, 0.1, 50.0, 90.0]"
3,19,1,Attribute,50,70,2,[ 1.],1,1,1,3,4,1,0.9,,2,,"[0.9, 0.3, 70.0, 50.0]"
4,19,1,Option,0.7,30,2,[ 1.],2,1,0,4,2,1,0.3,,-1,,"[0.3, 0.7, 50.0, 30.0]"
5,19,1,Option,0.9,90,1,[],1,0,1,5,5,1,,,,,"[90.0, 50.0, 0.9, 0.5]"
6,19,1,Attribute,70,30,1,[ 3.],1,1,1,4,2,1,0.9,,2,,"[70.0, 30.0, 0.9, 0.5]"
7,19,1,Attribute,30,50,2,[ 3.],1,1,1,2,3,1,0.7,,1,,"[50.0, 30.0, 0.7, 0.9]"
8,19,1,Attribute,0.5,0.5,2,[ 4.  3.],1,2,1,3,3,1,30,50,-1,0,"[0.5, 0.5, 50.0, 30.0]"
9,19,1,Option,0.5,50,1,[ 2.],1,1,1,3,3,1,50,,0,,"[50.0, 50.0, 0.5, 0.3]"
10,19,1,Attribute,10,10,1,[ 1.],1,1,1,1,1,1,0.9,,2,,"[0.9, 0.1, 10.0, 10.0]"
11,19,1,Option,50,0.9,2,[],2,0,0,3,5,1,,,,,"[10.0, 50.0, 0.9, 0.9]"
12,19,1,Option,0.5,70,2,[ 1.],2,1,0,3,4,1,30,,-1,,"[30.0, 70.0, 0.7, 0.5]"
13,19,1,Attribute,0.1,0.3,2,[ 3.  4.],1,2,1,1,2,1,50,30,0,-1,"[0.3, 0.1, 50.0, 30.0]"
14,19,1,Option,30,0.1,2,[],1,0,1,2,1,1,,,,,"[0.5, 0.1, 90.0, 30.0]"
15,19,1,Attribute,10,90,2,[ 1.],1,1,1,1,5,1,0.5,,0,,"[0.5, 0.1, 90.0, 10.0]"
16,19,1,Option,90,0.7,1,[],1,0,1,5,4,1,,,,,"[90.0, 70.0, 0.7, 0.3]"
17,19,1,Option,0.9,10,2,[ 1.  3.],1,2,1,5,1,1,70,0.9,1,2,"[70.0, 10.0, 0.9, 0.9]"
18,19,1,Option,0.3,70,2,[ 1.],2,1,0,2,4,1,0.3,,-1,,"[0.3, 0.3, 10.0, 70.0]"
19,19,1,Option,0.7,90,1,[],1,0,1,4,5,1,,,,,"[0.7, 0.7, 90.0, 30.0]"
20,19,1,Attribute,0.5,0.9,1,[],2,0,0,3,5,0,,,,,"[0.5, 0.9, 90.0, 10.0]"
21,19,1,Attribute,0.1,0.9,1,[ 4.],2,1,0,1,5,1,50,,0,,"[0.1, 0.9, 90.0, 50.0]"
22,19,1,Option,70,0.7,1,[ 2.],1,1,1,4,4,1,0.3,,-1,,"[0.7, 0.3, 70.0, 30.0]"
23,19,1,Option,0.1,10,2,[],1,0,1,1,1,1,,,,,"[90.0, 10.0, 0.7, 0.1]"
24,19,1,Attribute,70,50,2,[ 4.],2,1,0,4,3,1,0.9,,2,,"[50.0, 70.0, 0.9, 0.9]"
25,19,1,Attribute,90,70,2,[ 1.],1,1,1,5,4,0,0.9,,2,,"[0.9, 0.9, 70.0, 90.0]"
26,19,1,Option,50,0.1,1,[ 2.  4.],2,2,0,3,1,1,10,0.7,-2,1,"[50.0, 10.0, 0.1, 0.7]"
27,19,1,Attribute,0.7,0.1,2,[],2,0,0,4,1,1,,,,,"[30.0, 50.0, 0.1, 0.7]"
28,19,1,Option,10,0.3,2,[ 1.],1,1,1,1,2,1,70,,1,,"[70.0, 10.0, 0.7, 0.3]"
29,19,1,Option,0.3,30,1,[],2,0,0,2,2,0,,,,,"[0.3, 0.1, 30.0, 70.0]"
30,19,1,Option,0.1,50,1,[ 2.  4.],1,2,1,1,3,1,10,0.1,-2,-2,"[50.0, 10.0, 0.1, 0.1]"
31,19,1,Option,10,0.3,1,[],2,0,0,1,2,1,,,,,"[10.0, 90.0, 0.3, 0.1]"
32,19,1,Option,70,0.9,2,[],2,0,0,4,5,1,,,,,"[0.3, 0.9, 70.0, 70.0]"
33,19,1,Attribute,30,30,1,[ 3.  4.],2,2,0,2,2,1,0.5,0.9,0,2,"[30.0, 30.0, 0.5, 0.9]"
34,19,1,Attribute,90,10,1,[],1,0,1,5,1,1,,,,,"[0.9, 0.7, 90.0, 10.0]"
35,19,1,Option,30,0.5,1,[ 2.],1,1,1,2,3,1,0.3,,-1,,"[0.5, 0.3, 30.0, 10.0]"
36,19,1,Option,90,0.5,2,[ 1.  3.],2,2,0,5,3,1,30,0.5,-1,0,"[30.0, 90.0, 0.5, 0.5]"
37,19,1,Attribute,0.3,0.7,2,[],1,0,1,2,4,1,,,,,"[70.0, 50.0, 0.7, 0.3]"
38,19,1,Attribute,0.7,0.3,1,[],1,0,1,4,2,1,,,,,"[10.0, 10.0, 0.7, 0.3]"
39,19,1,Attribute,0.3,0.7,1,[],2,0,0,2,4,1,,,,,"[50.0, 90.0, 0.3, 0.7]"
40,19,1,Attribute,0.9,0.5,2,[ 4.  3.],1,2,1,5,3,0,30,50,-1,0,"[0.5, 0.9, 50.0, 30.0]"
41,19,2,Attribute,30,90,2,[],1,0,1,2,5,0,,,,,"[0.1, 0.7, 90.0, 30.0]"
42,19,2,Attribute,0.9,0.1,1,[],1,0,1,5,1,1,,,,,"[90.0, 50.0, 0.9, 0.1]"
43,19,2,Attribute,30,30,1,[ 2.],1,1,1,2,2,1,0.1,,-2,,"[0.5, 0.1, 30.0, 30.0]"
44,19,2,Attribute,70,90,1,[],2,0,0,4,5,0,,,,,"[0.9, 0.7, 70.0, 90.0]"
45,19,2,Attribute,0.9,0.3,2,[ 2.  1.],2,2,0,5,2,1,10,10,-2,-2,"[10.0, 10.0, 0.3, 0.9]"
46,19,2,Option,30,0.9,1,[ 2.  4.],2,2,0,2,5,1,90,0.5,2,0,"[30.0, 90.0, 0.9, 0.5]"
47,19,2,Option,50,0.5,2,[ 1.  3.],2,2,0,3,3,1,0.5,30,0,-1,"[0.5, 0.5, 30.0, 50.0]"
48,19,2,Option,0.7,30,1,[ 2.  4.],2,2,0,4,2,1,50,0.5,0,0,"[30.0, 50.0, 0.7, 0.5]"
49,19,2,Attribute,90,70,1,[ 3.  4.],2,2,0,5,4,1,0.3,0.9,-1,2,"[90.0, 70.0, 0.3, 0.9]"
50,19,2,Option,10,0.3,2,[],1,0,1,1,2,1,,,,,"[0.7, 0.3, 10.0, 10.0]"
51,19,2,Attribute,10,30,2,[],1,0,1,1,2,0,,,,,"[30.0, 10.0, 0.1, 0.5]"
52,19,2,Option,0.3,10,1,[],2,0,0,2,1,1,,,,,"[10.0, 70.0, 0.3, 0.9]"
53,19,2,Attribute,70,50,2,[ 2.],2,1,0,4,3,0,0.3,,-1,,"[0.9, 0.3, 50.0, 70.0]"
54,19,2,Option,90,0.5,2,[ 1.  3.],1,2,1,5,3,1,0.9,90,2,2,"[0.9, 0.5, 90.0, 90.0]"
55,19,2,Attribute,90,50,2,[],2,0,0,5,3,0,,,,,"[50.0, 90.0, 0.5, 0.1]"
56,19,2,Option,0.9,90,1,[],1,0,1,5,5,1,,,,,"[0.9, 0.5, 90.0, 10.0]"
57,19,2,Option,0.3,90,2,[ 3.  1.],1,2,1,2,5,1,0.7,90,1,2,"[90.0, 90.0, 0.7, 0.3]"
58,19,2,Attribute,0.7,0.9,2,[ 3.],1,1,1,4,5,1,50,,0,,"[0.9, 0.7, 50.0, 30.0]"
59,19,2,Attribute,0.5,0.7,1,[ 2.  1.],1,2,1,3,4,1,30,90,-1,2,"[90.0, 30.0, 0.5, 0.7]"
60,19,2,Option,10,0.7,1,[],2,0,0,1,4,0,,,,,"[0.7, 0.1, 10.0, 10.0]"
61,19,2,Option,90,0.3,1,[ 4.],1,1,1,5,2,1,50,,0,,"[0.3, 0.3, 90.0, 50.0]"
62,19,2,Option,0.7,50,2,[ 3.  1.],2,2,0,4,3,1,0.7,10,1,-2,"[10.0, 50.0, 0.7, 0.7]"
63,19,2,Option,0.1,10,2,[],1,0,1,1,1,1,,,,,"[0.3, 0.1, 30.0, 10.0]"
64,19,2,Option,0.5,50,1,[ 2.],1,1,1,3,3,0,0.3,,-1,,"[0.5, 0.3, 50.0, 90.0]"
65,19,2,Option,0.9,70,2,[],2,0,0,5,4,1,,,,,"[0.1, 0.9, 30.0, 70.0]"
66,19,2,Attribute,0.7,0.1,1,[ 3.  4.],1,2,1,4,1,1,50,70,0,1,"[0.7, 0.1, 50.0, 70.0]"
67,19,2,Option,70,0.7,2,[],2,0,0,4,4,1,,,,,"[50.0, 70.0, 0.1, 0.7]"
68,19,2,Option,0.5,30,2,[ 3.  1.],2,2,0,3,2,1,70,0.1,1,-2,"[0.1, 0.5, 70.0, 30.0]"
69,19,2,Attribute,0.3,0.5,2,[],1,0,1,2,3,1,,,,,"[0.5, 0.3, 70.0, 30.0]"
70,19,2,Option,50,0.1,1,[ 2.],2,1,0,3,1,1,0.7,,1,,"[0.1, 0.7, 50.0, 70.0]"
71,19,2,Option,0.1,70,1,[ 2.],2,1,0,1,4,1,0.9,,2,,"[0.1, 0.9, 70.0, 70.0]"
72,19,2,Option,70,0.9,1,[],1,0,1,4,5,1,,,,,"[70.0, 70.0, 0.9, 0.1]"
73,19,2,Attribute,0.1,0.7,2,[ 2.],1,1,1,1,4,1,10,,-2,,"[30.0, 10.0, 0.7, 0.1]"
74,19,2,Attribute,10,10,1,[ 3.  4.],2,2,0,1,1,1,0.5,0.9,0,2,"[10.0, 10.0, 0.5, 0.9]"
75,19,2,Attribute,50,10,1,[ 3.],1,1,1,3,1,1,0.9,,2,,"[50.0, 10.0, 0.9, 0.1]"
76,19,2,Attribute,50,70,2,[ 3.],1,1,1,3,4,1,0.7,,1,,"[70.0, 50.0, 0.7, 0.3]"
77,19,2,Attribute,0.3,0.3,1,[ 4.],1,1,1,2,2,1,10,,-2,,"[0.3, 0.3, 90.0, 10.0]"
78,19,2,Attribute,0.5,0.5,2,[ 1.],1,1,1,3,3,1,90,,2,,"[90.0, 70.0, 0.5, 0.5]"
79,19,2,Option,30,0.1,2,[],1,0,1,2,1,1,,,,,"[70.0, 30.0, 0.1, 0.1]"
80,19,2,Attribute,0.1,0.9,1,[ 1.  2.],1,2,1,1,5,0,90,30,2,-1,"[90.0, 30.0, 0.1, 0.9]"
81,19,3,Attribute,30,50,2,[ 3.],1,1,1,2,3,1,0.7,,1,,"[50.0, 30.0, 0.7, 0.5]"
82,19,3,Option,90,0.9,2,[],2,0,0,5,5,1,,,,,"[30.0, 90.0, 0.5, 0.9]"
83,19,3,Option,0.5,30,1,[ 2.  4.],1,2,1,3,2,1,50,0.3,0,-1,"[30.0, 50.0, 0.5, 0.3]"
84,19,3,Option,30,0.1,1,[],2,0,0,2,1,1,,,,,"[0.1, 0.5, 30.0, 50.0]"
85,19,3,Option,50,0.7,1,[ 4.  2.],1,2,1,3,4,1,0.9,10,2,-2,"[50.0, 10.0, 0.7, 0.9]"
86,19,3,Attribute,0.3,0.7,2,[ 1.],1,1,1,2,4,1,50,,0,,"[50.0, 30.0, 0.7, 0.3]"
87,19,3,Option,0.1,70,1,[ 2.  4.],2,2,0,1,4,1,90,0.9,2,2,"[70.0, 90.0, 0.1, 0.9]"
88,19,3,Attribute,30,30,1,[ 3.  4.],2,2,0,2,2,1,0.3,0.9,-1,2,"[30.0, 30.0, 0.3, 0.9]"
89,19,3,Attribute,70,70,1,[ 3.  4.],1,2,1,4,4,1,0.5,0.1,0,-2,"[70.0, 70.0, 0.5, 0.1]"
90,19,3,Option,0.3,10,1,[],2,0,0,2,1,1,,,,,"[0.3, 0.9, 10.0, 70.0]"
91,19,3,Option,0.9,50,2,[ 1.  3.],1,2,1,5,3,0,50,0.7,0,1,"[50.0, 50.0, 0.7, 0.9]"
92,19,3,Option,0.3,50,2,[ 1.],2,1,0,2,3,0,0.3,,-1,,"[0.3, 0.3, 90.0, 50.0]"
93,19,3,Attribute,50,90,1,[ 1.  2.],2,2,0,3,5,1,0.5,0.5,0,0,"[0.5, 0.5, 50.0, 90.0]"
94,19,3,Option,0.7,10,1,[ 4.  2.],1,2,1,4,1,1,30,0.1,-1,-2,"[0.7, 0.1, 10.0, 30.0]"
95,19,3,Option,0.5,90,2,[],2,0,0,3,5,1,,,,,"[30.0, 90.0, 0.1, 0.5]"
96,19,3,Option,70,0.1,2,[ 1.],1,1,1,4,1,1,0.7,,1,,"[0.7, 0.1, 70.0, 70.0]"
97,19,3,Option,10,0.9,1,[ 2.],2,1,0,1,5,1,90,,2,,"[10.0, 90.0, 0.9, 0.5]"
98,19,3,Option,90,0.3,1,[ 2.  4.],2,2,0,5,2,0,50,0.5,0,0,"[90.0, 50.0, 0.3, 0.5]"
99,19,3,Attribute,0.5,0.1,1,[],1,0,1,3,1,1,,,,,"[0.5, 0.1, 50.0, 50.0]"
100,19,3,Attribute,0.1,0.5,1,[],2,0,0,1,3,1,,,,,"[0.1, 0.5, 90.0, 50.0]"
101,19,3,Attribute,0.9,0.3,2,[ 4.],2,1,0,5,2,1,70,,1,,"[0.3, 0.9, 30.0, 70.0]"
102,19,3,Attribute,0.1,0.3,2,[ 3.],1,1,1,1,2,1,70,,1,,"[0.3, 0.1, 70.0, 90.0]"
103,19,3,Option,0.9,30,1,[ 2.],1,1,1,5,2,1,50,,0,,"[30.0, 50.0, 0.9, 0.5]"
104,19,3,Attribute,10,70,2,[ 1.],1,1,1,1,4,1,0.9,,2,,"[0.9, 0.3, 70.0, 10.0]"
105,19,3,Option,50,0.5,2,[ 1.],2,1,0,3,3,1,30,,-1,,"[30.0, 50.0, 0.1, 0.5]"
106,19,3,Attribute,90,30,2,[ 1.  2.],2,2,0,5,2,1,0.7,0.3,1,-1,"[0.7, 0.3, 30.0, 90.0]"
107,19,3,Attribute,0.7,0.9,2,[ 1.],2,1,0,4,5,1,10,,-2,,"[10.0, 30.0, 0.9, 0.7]"
108,19,3,Attribute,50,10,2,[],2,0,0,3,1,1,,,,,"[0.9, 0.5, 10.0, 50.0]"
109,19,3,Attribute,0.9,0.7,1,[ 4.  3.],2,2,0,5,4,0,30,50,-1,0,"[0.9, 0.7, 50.0, 30.0]"
110,19,3,Attribute,90,50,1,[ 1.],1,1,1,5,3,1,0.5,,0,,"[0.5, 0.9, 90.0, 50.0]"
111,19,3,Attribute,70,10,2,[],2,0,0,4,1,1,,,,,"[10.0, 70.0, 0.7, 0.9]"
112,19,3,Option,0.7,70,2,[ 1.],2,1,0,4,4,1,0.1,,-2,,"[0.1, 0.7, 70.0, 70.0]"
113,19,3,Attribute,0.5,0.1,2,[ 4.],2,1,0,3,1,1,70,,1,,"[0.1, 0.5, 50.0, 70.0]"
114,19,3,Attribute,0.3,0.5,1,[],2,0,0,2,3,1,,,,,"[50.0, 90.0, 0.3, 0.5]"
115,19,3,Attribute,10,90,1,[],2,0,0,1,5,1,,,,,"[0.3, 0.5, 10.0, 90.0]"
116,19,3,Attribute,0.7,0.9,1,[ 2.],2,1,0,4,5,1,70,,1,,"[70.0, 70.0, 0.7, 0.9]"
117,19,3,Option,10,0.5,2,[ 1.  3.],2,2,0,1,3,1,10,0.3,-2,-1,"[10.0, 10.0, 0.3, 0.5]"
118,19,3,Option,70,0.3,1,[ 2.  4.],2,2,0,4,2,1,0.9,50,2,0,"[0.3, 0.9, 70.0, 50.0]"
119,19,3,Option,0.1,90,2,[ 1.],2,1,0,1,5,1,10,,-2,,"[10.0, 90.0, 0.3, 0.1]"
120,19,3,Option,30,0.7,2,[ 1.],2,1,0,2,4,1,0.1,,-2,,"[0.1, 0.7, 70.0, 30.0]"
121,19,4,Option,0.3,90,1,[ 2.  4.],1,2,1,2,5,1,70,0.1,1,-2,"[90.0, 70.0, 0.3, 0.1]"
