Trial,Participant,Run,Trial_Type,Value1,Value2,Side_First_Cue,Chose_to_reveal,Choice,NumMoves,Left,Rank1,Rank2,Correct,Value3,Value4,Rank3,Rank4,Values
121,10,4,Option,50,0.1,2,[],1,0,1,3,1,1,,,,,"[0.5, 0.1, 50.0, 50.0]"
122,10,4,Attribute,30,10,2,[],2,0,0,2,1,1,,,,,"[0.9, 0.5, 10.0, 30.0]"
123,10,4,Attribute,0.3,0.3,2,[ 3.  4.],2,2,0,2,2,1,30,50,-1,0,"[0.3, 0.3, 30.0, 50.0]"
124,10,4,Option,0.9,30,2,[],2,0,0,5,2,1,,,,,"[0.9, 0.9, 10.0, 30.0]"
125,10,4,Option,0.5,90,2,[ 3.  1.],1,2,1,3,5,0,30,0.9,-1,2,"[0.9, 0.5, 30.0, 90.0]"
126,10,4,Attribute,0.9,0.3,2,[],2,0,0,5,2,1,,,,,"[30.0, 70.0, 0.3, 0.9]"
127,10,4,Attribute,0.1,0.9,1,[],2,0,0,1,5,1,,,,,"[50.0, 70.0, 0.1, 0.9]"
128,10,4,Attribute,10,50,2,[],1,0,1,1,3,1,,,,,"[50.0, 10.0, 0.5, 0.9]"
129,10,4,Attribute,50,90,2,[ 3.],1,1,1,3,5,1,0.9,,2,,"[90.0, 50.0, 0.9, 0.9]"
130,10,4,Attribute,90,50,2,[ 4.],2,1,0,5,3,1,0.5,,0,,"[50.0, 90.0, 0.9, 0.5]"
131,10,4,Option,0.3,50,2,[],1,0,1,2,3,0,,,,,"[30.0, 50.0, 0.3, 0.3]"
132,10,4,Option,50,0.3,1,[ 4.  2.],2,2,0,3,2,1,90,0.5,2,0,"[0.3, 0.5, 50.0, 90.0]"
133,10,4,Option,90,0.5,2,[],2,0,0,5,3,1,,,,,"[0.3, 0.5, 70.0, 90.0]"
134,10,4,Attribute,0.3,0.1,1,[],1,0,1,2,1,1,,,,,"[0.3, 0.1, 70.0, 90.0]"
135,10,4,Attribute,0.9,0.7,1,[ 1.  2.],2,2,0,5,4,1,30,70,-1,1,"[30.0, 70.0, 0.9, 0.7]"
136,10,4,Attribute,0.7,0.9,1,[],2,0,0,4,5,1,,,,,"[0.7, 0.9, 90.0, 90.0]"
137,10,4,Option,0.7,30,2,[ 1.  3.],1,2,1,4,2,1,30,0.9,-1,2,"[30.0, 30.0, 0.9, 0.7]"
138,10,4,Option,0.1,70,1,[ 4.],1,1,1,1,4,1,10,,-2,,"[0.1, 0.1, 70.0, 10.0]"
139,10,4,Option,0.5,10,1,[],2,0,0,3,1,1,,,,,"[0.5, 0.7, 10.0, 90.0]"
140,10,4,Option,30,0.7,1,[ 2.  4.],1,2,1,2,4,1,90,0.1,2,-2,"[30.0, 90.0, 0.7, 0.1]"
141,10,4,Option,10,0.9,1,[],1,0,1,1,5,0,,,,,"[0.9, 0.3, 10.0, 70.0]"
142,10,4,Option,0.9,70,1,[],1,0,1,5,4,1,,,,,"[0.9, 0.3, 70.0, 90.0]"
143,10,4,Attribute,90,10,1,[ 3.],1,1,1,5,1,1,0.5,,0,,"[90.0, 10.0, 0.5, 0.5]"
144,10,4,Option,70,0.5,2,[ 1.  3.],1,2,1,4,3,0,30,0.9,-1,2,"[30.0, 70.0, 0.9, 0.5]"
145,10,4,Attribute,30,30,1,[ 1.],2,1,0,2,2,0,0.3,,-1,,"[0.3, 0.1, 30.0, 30.0]"
146,10,4,Attribute,0.1,0.7,2,[],1,0,1,1,4,1,,,,,"[50.0, 30.0, 0.7, 0.1]"
147,10,4,Option,70,0.9,1,[],1,0,1,4,5,1,,,,,"[70.0, 10.0, 0.9, 0.5]"
148,10,4,Option,0.1,50,2,[],1,0,1,1,3,1,,,,,"[0.5, 0.1, 30.0, 50.0]"
149,10,4,Attribute,10,30,1,[],2,0,0,1,2,1,,,,,"[10.0, 30.0, 0.1, 0.3]"
150,10,4,Attribute,0.5,0.5,1,[ 1.  2.],1,2,1,3,3,1,50,10,0,-2,"[50.0, 10.0, 0.5, 0.5]"
151,10,4,Option,10,0.7,2,[ 1.],2,1,0,1,4,0,0.3,,-1,,"[0.3, 0.7, 90.0, 10.0]"
152,10,4,Attribute,50,70,1,[ 4.],2,1,0,3,4,1,0.5,,0,,"[50.0, 70.0, 0.5, 0.5]"
153,10,4,Attribute,70,70,2,[ 1.],2,1,0,4,4,1,0.1,,-2,,"[0.1, 0.5, 70.0, 70.0]"
154,10,4,Option,0.7,90,1,[],1,0,1,4,5,1,,,,,"[90.0, 10.0, 0.7, 0.1]"
155,10,4,Option,30,0.3,2,[],1,0,1,2,2,0,,,,,"[10.0, 30.0, 0.5, 0.3]"
156,10,4,Attribute,70,90,1,[ 2.  1.],2,2,0,4,5,1,0.1,0.1,-2,-2,"[0.1, 0.1, 70.0, 90.0]"
157,10,4,Option,0.3,10,1,[],2,0,0,2,1,1,,,,,"[10.0, 50.0, 0.3, 0.1]"
158,10,4,Attribute,0.7,0.1,2,[],2,0,0,4,1,1,,,,,"[0.1, 0.7, 90.0, 70.0]"
159,10,4,Attribute,0.5,0.5,2,[ 1.],1,1,1,3,3,1,90,,2,,"[90.0, 70.0, 0.5, 0.5]"
160,10,4,Option,90,0.1,1,[ 2.  4.],1,2,1,5,1,1,0.3,10,-1,-2,"[0.1, 0.3, 90.0, 10.0]"
161,10,5,Attribute,0.7,0.3,1,[ 1.],1,1,1,4,2,1,50,,0,,"[50.0, 30.0, 0.7, 0.3]"
162,10,5,Attribute,0.9,0.9,1,[ 3.  4.],2,2,0,5,5,1,30,90,-1,2,"[0.9, 0.9, 30.0, 90.0]"
163,10,5,Option,0.7,70,2,[],2,0,0,4,4,1,,,,,"[0.5, 0.7, 10.0, 70.0]"
164,10,5,Option,70,0.9,2,[],2,0,0,4,5,1,,,,,"[0.7, 0.9, 50.0, 70.0]"
165,10,5,Attribute,70,70,1,[ 3.],1,1,1,4,4,1,0.9,,2,,"[70.0, 70.0, 0.9, 0.3]"
166,10,5,Option,0.1,70,1,[],2,0,0,1,4,0,,,,,"[70.0, 10.0, 0.1, 0.1]"
167,10,5,Attribute,0.3,0.9,1,[],2,0,0,2,5,0,,,,,"[70.0, 10.0, 0.3, 0.9]"
168,10,5,Option,0.5,10,2,[],1,0,1,3,1,1,,,,,"[30.0, 10.0, 0.7, 0.5]"
169,10,5,Attribute,0.3,0.1,2,[],2,0,0,2,1,1,,,,,"[90.0, 30.0, 0.1, 0.3]"
170,10,5,Attribute,10,10,1,[ 1.],2,1,0,1,1,1,0.1,,-2,,"[0.1, 0.3, 10.0, 10.0]"
171,10,5,Option,50,0.1,2,[],1,0,1,3,1,1,,,,,"[90.0, 50.0, 0.1, 0.1]"
172,10,5,Attribute,50,10,2,[ 2.],1,1,1,3,1,0,0.1,,-2,,"[0.1, 0.1, 10.0, 50.0]"
173,10,5,Option,0.7,90,1,[],1,0,1,4,5,1,,,,,"[0.7, 0.7, 90.0, 70.0]"
174,10,5,Option,90,0.7,2,[],2,0,0,5,4,1,,,,,"[30.0, 90.0, 0.1, 0.7]"
175,10,5,Attribute,90,50,1,[ 1.],2,1,0,5,3,1,0.1,,-2,,"[0.1, 0.7, 90.0, 50.0]"
176,10,5,Attribute,90,90,2,[],1,0,1,5,5,1,,,,,"[0.7, 0.1, 90.0, 90.0]"
177,10,5,Option,30,0.3,2,[],1,0,1,2,2,1,,,,,"[0.9, 0.3, 30.0, 30.0]"
178,10,5,Attribute,0.9,0.5,2,[ 4.],2,1,0,5,3,0,30,,-1,,"[0.5, 0.9, 90.0, 30.0]"
179,10,5,Option,0.3,90,1,[ 4.  2.],1,2,1,2,5,1,10,0.5,-2,0,"[0.3, 0.5, 90.0, 10.0]"
180,10,5,Option,0.9,10,1,[],1,0,1,5,1,1,,,,,"[10.0, 10.0, 0.9, 0.1]"
181,10,5,Option,30,0.3,1,[ 4.],2,1,0,2,2,1,70,,1,,"[0.3, 0.3, 30.0, 70.0]"
182,10,5,Option,0.3,30,2,[],1,0,1,2,2,1,,,,,"[0.5, 0.3, 90.0, 30.0]"
183,10,5,Option,70,0.5,1,[ 4.],1,1,1,4,3,1,10,,-2,,"[0.5, 0.5, 70.0, 10.0]"
184,10,5,Attribute,30,90,2,[ 3.],1,1,1,2,5,1,0.7,,1,,"[90.0, 30.0, 0.7, 0.7]"
185,10,5,Attribute,50,50,1,[ 2.],2,1,0,3,3,1,0.7,,1,,"[0.1, 0.7, 50.0, 50.0]"
186,10,5,Attribute,0.1,0.1,2,[ 3.],2,1,0,1,1,0,50,,0,,"[0.1, 0.1, 50.0, 10.0]"
187,10,5,Attribute,0.5,0.7,2,[],1,0,1,3,4,1,,,,,"[0.7, 0.5, 70.0, 50.0]"
188,10,5,Attribute,0.5,0.3,1,[],1,0,1,3,2,0,,,,,"[0.5, 0.3, 10.0, 70.0]"
189,10,5,Option,0.5,30,1,[ 2.  4.],2,2,0,3,2,1,30,0.7,-1,1,"[30.0, 30.0, 0.5, 0.7]"
190,10,5,Attribute,0.1,0.5,1,[],2,0,0,1,3,1,,,,,"[0.1, 0.5, 70.0, 90.0]"
191,10,5,Attribute,10,30,2,[ 1.],1,1,1,1,2,1,0.5,,0,,"[0.5, 0.3, 30.0, 10.0]"
192,10,5,Option,0.1,50,2,[],1,0,1,1,3,1,,,,,"[50.0, 50.0, 0.9, 0.1]"
193,10,5,Attribute,70,30,2,[ 4.  3.],2,2,0,4,2,1,0.3,0.3,-1,-1,"[30.0, 70.0, 0.3, 0.3]"
194,10,5,Option,90,0.1,1,[ 4.],2,1,0,5,1,1,0.7,,1,,"[90.0, 70.0, 0.1, 0.7]"
195,10,5,Option,10,0.9,2,[],2,0,0,1,5,1,,,,,"[10.0, 10.0, 0.7, 0.9]"
196,10,5,Option,0.9,50,2,[],2,0,0,5,3,1,,,,,"[50.0, 50.0, 0.7, 0.9]"
197,10,5,Attribute,0.7,0.7,2,[ 1.],1,1,1,4,4,1,70,,1,,"[70.0, 30.0, 0.7, 0.7]"
198,10,5,Attribute,30,70,1,[],2,0,0,2,4,1,,,,,"[30.0, 70.0, 0.5, 0.9]"
199,10,5,Option,10,0.5,1,[ 2.  4.],1,2,1,1,3,1,30,0.1,-1,-2,"[10.0, 30.0, 0.5, 0.1]"
200,10,5,Option,50,0.7,1,[],1,0,1,3,4,1,,,,,"[50.0, 10.0, 0.7, 0.5]"
1,11,1,Option,0.5,70,1,[ 2.],1,1,1,3,4,1,30,,-1,,"[70.0, 30.0, 0.5, 0.7]"
2,11,1,Attribute,0.7,0.9,1,[ 2.],2,1,0,4,5,1,70,,1,,"[30.0, 70.0, 0.7, 0.9]"
3,11,1,Attribute,50,10,2,[ 2.],2,1,0,3,1,1,0.9,,2,,"[0.9, 0.9, 10.0, 50.0]"
4,11,1,Attribute,0.3,0.5,2,[ 1.],1,1,1,2,3,0,30,,-1,,"[30.0, 70.0, 0.5, 0.3]"
5,11,1,Attribute,90,90,2,[ 2.  1.],1,2,1,5,5,1,0.3,0.5,-1,0,"[0.5, 0.3, 90.0, 90.0]"
6,11,1,Attribute,90,10,1,[],1,0,1,5,1,1,,,,,"[0.3, 0.5, 90.0, 10.0]"
8,11,1,Option,0.1,10,1,[],2,0,0,1,1,1,,,,,"[10.0, 90.0, 0.1, 0.1]"
9,11,1,Option,50,0.7,2,[ 1.],1,1,1,3,4,0,10,,-2,,"[10.0, 50.0, 0.3, 0.7]"
10,11,1,Attribute,0.5,0.1,2,[ 4.],2,1,0,3,1,1,30,,-1,,"[0.1, 0.5, 50.0, 30.0]"
11,11,1,Option,0.5,30,2,[ 1.],1,1,1,3,2,1,90,,2,,"[90.0, 30.0, 0.7, 0.5]"
12,11,1,Attribute,0.7,0.7,2,[ 2.  1.],1,2,1,4,4,1,50,90,0,2,"[90.0, 50.0, 0.7, 0.7]"
13,11,1,Attribute,50,70,1,[ 2.],1,1,1,3,4,1,0.1,,-2,,"[0.9, 0.1, 50.0, 70.0]"
14,11,1,Option,70,0.1,1,[ 2.],1,1,1,4,1,1,0.1,,-2,,"[0.1, 0.1, 70.0, 10.0]"
15,11,1,Attribute,30,70,1,[ 4.],2,1,0,2,4,1,0.5,,0,,"[30.0, 70.0, 0.3, 0.5]"
16,11,1,Attribute,10,30,1,[ 2.],2,1,0,1,2,1,0.7,,1,,"[0.5, 0.7, 10.0, 30.0]"
17,11,1,Option,0.7,10,1,[ 2.],2,1,0,4,1,0,0.5,,0,,"[0.7, 0.5, 10.0, 10.0]"
18,11,1,Attribute,70,90,2,[ 3.],1,1,1,4,5,1,0.7,,1,,"[90.0, 70.0, 0.7, 0.7]"
19,11,1,Attribute,0.1,0.3,2,[ 3.],1,1,1,1,2,1,70,,1,,"[0.3, 0.1, 70.0, 70.0]"
20,11,1,Option,30,0.9,2,[ 1.  3.],2,2,0,2,5,1,0.5,10,0,-2,"[0.5, 0.9, 10.0, 30.0]"
21,11,1,Option,0.3,50,2,[ 1.  3.],1,2,1,2,3,1,0.3,90,-1,2,"[0.3, 0.3, 90.0, 50.0]"
22,11,1,Option,0.7,50,2,[ 3.],1,1,1,4,3,0,90,,2,,"[0.1, 0.7, 90.0, 50.0]"
23,11,1,Option,50,0.3,1,[ 2.],2,1,0,3,2,1,70,,1,,"[50.0, 70.0, 0.3, 0.5]"
24,11,1,Attribute,70,50,1,[ 4.  3.],1,2,1,4,3,1,0.1,0.1,-2,-2,"[70.0, 50.0, 0.1, 0.1]"
25,11,1,Option,30,0.3,1,[ 4.],2,1,0,2,2,1,90,,2,,"[0.3, 0.1, 30.0, 90.0]"
26,11,1,Option,10,0.9,2,[ 3.],2,1,0,1,5,1,0.1,,-2,,"[70.0, 10.0, 0.1, 0.9]"
27,11,1,Attribute,0.9,0.7,1,[ 3.],1,1,1,5,4,1,50,,0,,"[0.9, 0.7, 50.0, 50.0]"
28,11,1,Attribute,30,50,2,[ 4.],2,1,0,2,3,0,0.9,,2,,"[50.0, 30.0, 0.7, 0.9]"
29,11,1,Option,0.3,70,1,[ 4.],2,1,0,2,4,0,90,,2,,"[0.3, 0.1, 70.0, 90.0]"
30,11,1,Option,10,0.5,1,[ 4.],2,1,0,1,3,1,0.5,,0,,"[10.0, 70.0, 0.5, 0.5]"
31,11,1,Option,90,0.5,2,[ 1.],2,1,0,5,3,1,10,,-2,,"[10.0, 90.0, 0.3, 0.5]"
32,11,1,Option,90,0.1,1,[ 4.  2.],2,2,0,5,1,1,0.5,30,0,-1,"[90.0, 30.0, 0.1, 0.5]"
33,11,1,Option,0.1,90,2,[ 1.  3.],1,2,1,1,5,1,70,0.9,1,2,"[70.0, 90.0, 0.9, 0.1]"
34,11,1,Attribute,0.3,0.5,1,[ 1.],2,1,0,2,3,1,30,,-1,,"[30.0, 50.0, 0.3, 0.5]"
35,11,1,Attribute,0.1,0.1,1,[ 3.  4.],1,2,1,1,1,1,50,30,0,-1,"[0.1, 0.1, 50.0, 30.0]"
36,11,1,Attribute,10,30,2,[ 1.],1,1,1,1,2,1,0.7,,1,,"[0.7, 0.5, 30.0, 10.0]"
37,11,1,Attribute,0.9,0.3,2,[ 4.],2,1,0,5,2,1,90,,2,,"[0.3, 0.9, 70.0, 90.0]"
38,11,1,Option,0.9,90,2,[ 1.],2,1,0,5,5,1,30,,-1,,"[30.0, 90.0, 0.1, 0.9]"
39,11,1,Option,70,0.7,2,[ 1.],2,1,0,4,4,1,0.3,,-1,,"[0.3, 0.7, 90.0, 70.0]"
40,11,1,Attribute,0.5,0.9,1,[ 4.],2,1,0,3,5,1,90,,2,,"[0.5, 0.9, 70.0, 90.0]"
41,11,2,Attribute,0.9,0.3,1,[ 1.],1,1,1,5,2,1,70,,1,,"[70.0, 10.0, 0.9, 0.3]"
42,11,2,Option,70,0.5,1,[ 4.],1,1,1,4,3,1,0.3,,-1,,"[70.0, 10.0, 0.5, 0.3]"
43,11,2,Attribute,30,70,2,[ 1.],1,1,1,2,4,1,0.5,,0,,"[0.5, 0.5, 70.0, 30.0]"
44,11,2,Option,70,0.1,2,[ 1.],1,1,1,4,1,1,90,,2,,"[90.0, 70.0, 0.9, 0.1]"
45,11,2,Option,90,0.9,1,[],1,0,1,5,5,1,,,,,"[0.9, 0.5, 90.0, 30.0]"
46,11,2,Attribute,0.7,0.1,1,[],1,0,1,4,1,1,,,,,"[0.7, 0.1, 70.0, 10.0]"
47,11,2,Attribute,0.9,0.7,2,[],2,0,0,5,4,1,,,,,"[10.0, 10.0, 0.7, 0.9]"
48,11,2,Attribute,10,50,1,[ 4.],2,1,0,1,3,1,0.5,,0,,"[10.0, 50.0, 0.1, 0.5]"
49,11,2,Attribute,10,90,2,[],1,0,1,1,5,1,,,,,"[90.0, 10.0, 0.7, 0.9]"
50,11,2,Attribute,50,70,1,[ 3.  4.],2,2,0,3,4,1,0.5,0.5,0,0,"[50.0, 70.0, 0.5, 0.5]"
51,11,2,Option,10,0.5,2,[],1,0,1,1,3,1,,,,,"[0.9, 0.5, 30.0, 10.0]"
52,11,2,Option,10,0.7,1,[ 4.],2,1,0,1,4,1,70,,1,,"[0.7, 0.9, 10.0, 70.0]"
53,11,2,Attribute,70,10,1,[ 1.],1,1,1,4,1,1,0.5,,0,,"[0.5, 0.7, 70.0, 10.0]"
54,11,2,Attribute,0.5,0.9,2,[ 1.],1,1,1,3,5,1,50,,0,,"[50.0, 30.0, 0.9, 0.5]"
55,11,2,Attribute,0.1,0.9,2,[],1,0,1,1,5,1,,,,,"[90.0, 70.0, 0.9, 0.1]"
56,11,2,Option,0.1,90,2,[ 1.],1,1,1,1,5,1,0.9,,2,,"[0.9, 0.1, 10.0, 90.0]"
57,11,2,Attribute,0.3,0.5,2,[ 3.],2,1,0,2,3,1,10,,-2,,"[0.5, 0.3, 10.0, 90.0]"
58,11,2,Attribute,90,30,1,[ 3.],2,1,0,5,2,0,0.1,,-2,,"[90.0, 30.0, 0.1, 0.1]"
59,11,2,Attribute,0.7,0.5,2,[ 4.  3.],1,2,1,4,3,0,50,50,0,0,"[0.5, 0.7, 50.0, 50.0]"
60,11,2,Option,30,0.9,2,[ 1.],2,1,0,2,5,1,50,,0,,"[50.0, 30.0, 0.3, 0.9]"
61,11,2,Attribute,0.3,0.1,1,[ 3.  4.],1,2,1,2,1,1,30,30,-1,-1,"[0.3, 0.1, 30.0, 30.0]"
62,11,2,Option,30,0.1,1,[],2,0,0,2,1,1,,,,,"[30.0, 50.0, 0.1, 0.5]"
63,11,2,Attribute,0.1,0.3,1,[ 2.],1,1,1,1,2,1,30,,-1,,"[90.0, 30.0, 0.1, 0.3]"
64,11,2,Attribute,0.5,0.7,1,[ 2.],2,1,0,3,4,1,50,,0,,"[50.0, 50.0, 0.5, 0.7]"
65,11,2,Option,90,0.3,2,[ 1.],2,1,0,5,2,1,0.3,,-1,,"[0.3, 0.3, 10.0, 90.0]"
66,11,2,Option,0.3,90,1,[ 2.],1,1,1,2,5,1,30,,-1,,"[90.0, 30.0, 0.3, 0.5]"
67,11,2,Attribute,70,50,2,[ 2.],2,1,0,4,3,1,0.7,,1,,"[0.3, 0.7, 50.0, 70.0]"
68,11,2,Attribute,50,10,2,[ 4.],2,1,0,3,1,1,0.3,,-1,,"[10.0, 50.0, 0.5, 0.3]"
69,11,2,Option,0.5,70,2,[ 1.  3.],2,2,0,3,4,1,0.7,50,1,0,"[0.7, 0.5, 50.0, 70.0]"
70,11,2,Option,50,0.7,2,[ 1.],1,1,1,3,4,1,0.7,,1,,"[0.7, 0.7, 90.0, 50.0]"
71,11,2,Option,0.9,30,1,[ 2.],1,1,1,5,2,1,0.1,,-2,,"[0.9, 0.1, 30.0, 70.0]"
72,11,2,Option,0.3,50,2,[ 1.],1,1,1,2,3,0,50,,0,,"[50.0, 50.0, 0.1, 0.3]"
73,11,2,Attribute,90,90,2,[ 4.  3.],1,2,1,5,5,1,0.5,0.9,0,2,"[90.0, 90.0, 0.9, 0.5]"
74,11,2,Option,0.9,50,2,[ 1.],2,1,0,5,3,1,0.3,,-1,,"[0.3, 0.9, 70.0, 50.0]"
75,11,2,Option,0.5,70,1,[ 2.],1,1,1,3,4,1,0.1,,-2,,"[0.5, 0.1, 70.0, 90.0]"
76,11,2,Option,0.1,10,1,[],2,0,0,1,1,1,,,,,"[0.1, 0.3, 10.0, 70.0]"
77,11,2,Option,0.7,30,1,[ 2.],2,1,0,4,2,1,70,,1,,"[30.0, 70.0, 0.7, 0.3]"
78,11,2,Option,0.7,10,2,[ 1.],1,1,1,4,1,1,30,,-1,,"[30.0, 10.0, 0.7, 0.7]"
79,11,2,Attribute,30,30,1,[ 2.  1.],2,2,0,2,2,1,0.5,0.1,0,-2,"[0.1, 0.5, 30.0, 30.0]"
80,11,2,Option,50,0.3,1,[ 2.],2,1,0,3,2,0,0.5,,0,,"[0.3, 0.5, 50.0, 10.0]"
81,11,3,Attribute,0.7,0.9,2,[ 1.  2.],1,2,1,4,5,1,50,30,0,-1,"[50.0, 30.0, 0.9, 0.7]"
82,11,3,Attribute,30,50,1,[ 4.],2,1,0,2,3,1,0.9,,2,,"[30.0, 50.0, 0.1, 0.9]"
83,11,3,Option,0.5,90,1,[ 4.],1,1,1,3,5,1,0.1,,-2,,"[90.0, 90.0, 0.5, 0.1]"
84,11,3,Attribute,70,30,1,[ 3.],2,1,0,4,2,0,0.1,,-2,,"[70.0, 30.0, 0.1, 0.1]"
85,11,3,Option,0.7,70,2,[ 1.],2,1,0,4,4,1,0.5,,0,,"[0.5, 0.7, 10.0, 70.0]"
86,11,3,Attribute,10,70,1,[ 2.],2,1,0,1,4,1,0.3,,-1,,"[0.3, 0.3, 10.0, 70.0]"
87,11,3,Option,10,0.7,1,[ 4.],2,1,0,1,4,1,0.3,,-1,,"[10.0, 90.0, 0.7, 0.3]"
88,11,3,Option,0.9,30,2,[ 1.],1,1,1,5,2,0,90,,2,,"[90.0, 30.0, 0.1, 0.9]"
89,11,3,Attribute,90,70,1,[ 1.  2.],1,2,1,5,4,1,0.3,0.1,-1,-2,"[0.3, 0.1, 90.0, 70.0]"
90,11,3,Option,0.7,10,1,[ 4.],2,1,0,4,1,1,90,,2,,"[0.7, 0.1, 10.0, 90.0]"
91,11,3,Option,70,0.5,1,[ 4.],1,1,1,4,3,1,30,,-1,,"[0.5, 0.5, 70.0, 30.0]"
92,11,3,Option,50,0.1,2,[ 3.],1,1,1,3,1,1,0.7,,1,,"[70.0, 50.0, 0.7, 0.1]"
93,11,3,Attribute,10,10,2,[ 1.],2,1,0,1,1,1,0.1,,-2,,"[0.1, 0.5, 10.0, 10.0]"
94,11,3,Option,0.9,90,1,[],1,0,1,5,5,1,,,,,"[90.0, 70.0, 0.9, 0.9]"
95,11,3,Attribute,50,30,2,[ 2.],2,1,0,3,2,1,0.7,,1,,"[0.9, 0.7, 30.0, 50.0]"
96,11,3,Attribute,50,90,1,[ 2.],2,1,0,3,5,1,0.9,,2,,"[0.5, 0.9, 50.0, 90.0]"
97,11,3,Attribute,0.3,0.5,2,[ 2.  1.],1,2,1,2,3,1,70,90,1,2,"[90.0, 70.0, 0.5, 0.3]"
98,11,3,Option,0.5,50,2,[ 3.],2,1,0,3,3,1,0.1,,-2,,"[70.0, 50.0, 0.1, 0.5]"
99,11,3,Attribute,0.3,0.3,1,[ 2.],1,1,1,2,2,0,50,,0,,"[30.0, 50.0, 0.3, 0.3]"
100,11,3,Attribute,0.5,0.7,2,[ 4.  3.],2,2,0,3,4,1,50,10,0,-2,"[0.7, 0.5, 10.0, 50.0]"
101,11,3,Option,30,0.9,2,[ 1.  3.],1,2,1,2,5,1,0.5,70,0,1,"[0.5, 0.9, 70.0, 30.0]"
102,11,3,Option,70,0.1,2,[ 3.],1,1,1,4,1,1,90,,2,,"[0.1, 0.1, 90.0, 70.0]"
103,11,3,Attribute,0.1,0.3,2,[ 3.],1,1,1,1,2,1,50,,0,,"[0.3, 0.1, 50.0, 30.0]"
104,11,3,Attribute,90,50,2,[ 2.],2,1,0,5,3,1,0.3,,-1,,"[0.5, 0.3, 50.0, 90.0]"
105,11,3,Option,0.3,50,1,[ 2.],2,1,0,2,3,1,0.9,,2,,"[0.3, 0.9, 50.0, 90.0]"
106,11,3,Attribute,0.9,0.1,2,[],2,0,0,5,1,1,,,,,"[0.1, 0.9, 90.0, 70.0]"
107,11,3,Attribute,0.1,0.7,1,[ 4.],2,1,0,1,4,1,70,,1,,"[0.1, 0.7, 50.0, 70.0]"
108,11,3,Option,0.1,10,1,[],2,0,0,1,1,1,,,,,"[10.0, 90.0, 0.1, 0.1]"
109,11,3,Option,50,0.9,1,[ 2.  4.],1,2,1,3,5,1,30,0.1,-1,-2,"[50.0, 30.0, 0.9, 0.1]"
110,11,3,Option,0.3,70,2,[ 1.],2,1,0,2,4,1,0.1,,-2,,"[0.1, 0.3, 10.0, 70.0]"
111,11,3,Attribute,0.9,0.9,1,[ 4.],2,1,0,5,5,1,70,,1,,"[0.9, 0.9, 10.0, 70.0]"
112,11,3,Option,90,0.5,1,[ 4.],1,1,1,5,3,1,0.3,,-1,,"[90.0, 30.0, 0.5, 0.3]"
113,11,3,Option,10,0.7,2,[ 1.],1,1,1,1,4,1,30,,-1,,"[30.0, 10.0, 0.3, 0.7]"
114,11,3,Attribute,30,10,2,[ 4.],2,1,0,2,1,1,0.5,,0,,"[10.0, 30.0, 0.1, 0.5]"
115,11,3,Option,0.1,30,2,[ 3.  1.],1,2,1,1,2,1,0.3,50,-1,0,"[50.0, 30.0, 0.3, 0.1]"
116,11,3,Attribute,70,90,2,[ 4.],1,1,1,4,5,0,0.3,,-1,,"[90.0, 70.0, 0.1, 0.3]"
117,11,3,Attribute,0.5,0.1,1,[],1,0,1,3,1,1,,,,,"[0.5, 0.1, 50.0, 90.0]"
118,11,3,Attribute,0.7,0.5,1,[ 1.],2,1,0,4,3,1,10,,-2,,"[10.0, 30.0, 0.7, 0.5]"
119,11,3,Option,90,0.3,2,[ 1.],2,1,0,5,2,1,30,,-1,,"[30.0, 90.0, 0.3, 0.3]"
120,11,3,Option,30,0.3,1,[ 2.],2,1,0,2,2,1,0.9,,2,,"[0.3, 0.9, 30.0, 70.0]"
121,11,4,Attribute,0.9,0.3,1,[ 1.],1,1,1,5,2,0,10,,-2,,"[10.0, 50.0, 0.9, 0.3]"
122,11,4,Attribute,0.5,0.7,1,[],2,0,0,3,4,0,,,,,"[70.0, 10.0, 0.5, 0.7]"
123,11,4,Option,0.9,90,2,[],2,0,0,5,5,1,,,,,"[0.3, 0.9, 10.0, 90.0]"
124,11,4,Option,0.5,30,2,[ 1.],2,1,0,3,2,1,0.1,,-2,,"[0.1, 0.5, 30.0, 30.0]"
125,11,4,Attribute,10,10,1,[ 4.],1,1,1,1,1,1,0.3,,-1,,"[10.0, 10.0, 0.9, 0.3]"
126,11,4,Attribute,50,90,1,[ 4.  3.],1,2,1,3,5,1,0.3,0.9,-1,2,"[50.0, 90.0, 0.9, 0.3]"
127,11,4,Option,70,0.3,2,[ 3.  1.],2,2,0,4,2,1,0.7,10,1,-2,"[10.0, 70.0, 0.7, 0.3]"
128,11,4,Attribute,0.7,0.3,1,[ 4.  3.],1,2,1,4,2,1,90,50,2,0,"[0.7, 0.3, 50.0, 90.0]"
129,11,4,Attribute,0.5,0.1,2,[],2,0,0,3,1,1,,,,,"[30.0, 90.0, 0.1, 0.5]"
130,11,4,Option,30,0.7,1,[ 4.],2,1,0,2,4,0,0.7,,1,,"[30.0, 10.0, 0.7, 0.7]"
131,11,4,Option,90,0.9,2,[],2,0,0,5,5,1,,,,,"[0.5, 0.9, 10.0, 90.0]"
132,11,4,Attribute,0.3,0.5,1,[ 4.],2,1,0,2,3,0,30,,-1,,"[0.3, 0.5, 70.0, 30.0]"
